removeOneFail,77
removeTwoFail,89
removeThreeFail,1150
removeThreeNoCallsRemoveOneFail,1769
removeOneWithCondFail,202
callBetTwiceFail,1825
callPlaceBetOnceInsufficientContractFail,978
callDummyProc1And2And3CATFail,3263
simpleSchemTraceInclusionFail,207
callDummyProc1WithAssumptionsButAssumeNothingFail,219
callPlaceBetOnlyOncePreCondNotMetFail,208
casinoCaseStudySimpleFail,1627
casinoCaseStudySimpleCompletePlaceBetFail,301
removeOne,73
removeOneWithCond,206
removeOneLT,87
removeTwo,73
removeThree,993
placeBetAbsTrSelf,57
placeBetInnerSimple,57
trivialMultipleObsCallee,104
callPlaceBetOnceSufficientContract,-1000
callPlaceBetDecidedBet,534
simpleSchemTraceInclusion,94
callDummyProc1AssumeNoDummyProc1Before,97
callDummyProc2And1SafeLocalContextOr,530
callPlaceBetOnlyOnceAssumePreTrace,126
callPlaceBetOnceSetVarsToOne,243
casinoCaseStudySimple,1240
casinoCaseStudySimpleCompletePlaceBet,-1000
noObservationsTrivialPrecondition,49
