removeOneFail,85
removeTwoFail,97
removeThreeFail,1228
removeThreeNoCallsRemoveOneFail,2491
removeOneWithCondFail,210
callBetTwiceFail,1579
callPlaceBetOnceInsufficientContractFail,1671
callDummyProc1And2And3CATFail,9816
simpleSchemTraceInclusionFail,279
callDummyProc1WithAssumptionsButAssumeNothingFail,289
callPlaceBetOnlyOncePreCondNotMetFail,271
casinoCaseStudySimpleFail,1552
removeOne,81
removeOneWithCond,212
removeOneLT,95
removeTwo,81
removeThree,1068
placeBetAbsTrSelf,64
placeBetInnerSimple,64
trivialMultipleObsCallee,125
callPlaceBetOnceSufficientContract,780
callPlaceBetDecidedBet,764
simpleSchemTraceInclusion,118
callDummyProc1AssumeNoDummyProc1Before,119
callDummyProc2And1SafeLocalContextOr,850
callPlaceBetOnlyOnceAssumePreTrace,138
callPlaceBetOnceSetVarsToOne,334
casinoCaseStudySimple,-1000
