removeOneFail,67
removeTwoFail,79
removeThreeFail,1191
removeThreeNoCallsRemoveOneFail,406
removeOneWithCondFail,120
callBetTwiceFail,127
callPlaceBetOnceInsufficientContractFail,250
callDummyProc1And2And3CATFail,206
simpleSchemTraceInclusionFail,72
callDummyProc1WithAssumptionsButAssumeNothingFail,85
callPlaceBetOnlyOncePreCondNotMetFail,79
casinoCaseStudySimpleFail,408
removeOne,63
removeOneWithCond,125
removeOneLT,77
removeTwo,63
removeThree,946
placeBetAbsTrSelf,64
placeBetInnerSimple,64
trivialMultipleObsCallee,72
callPlaceBetOnceSufficientContract,135
callPlaceBetDecidedBet,124
simpleSchemTraceInclusion,70
callDummyProc1AssumeNoDummyProc1Before,76
callDummyProc2And1SafeLocalContextOr,117
callPlaceBetOnlyOnceAssumePreTrace,106
callPlaceBetOnceSetVarsToOne,100
casinoCaseStudySimple,218
